iyear,imonth,idate,country,country_txt,region,region_txt,provstate,city,crit1,crit2,crit3,success,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,individual,weaptype1,weaptype1_txt,weapdetail,nkill,ishostkid,ransom
2004,1,18,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,95,Iraq,Unknown,0,6,Explosives,,25,0,
2004,1,18,6,Algeria,10,Middle East & North Africa,Skikda,Leghdira,1,1,1,1,3,Bombing/Explosion,3,Police,6,Algeria,Algerian Islamic Extremists,0,6,Explosives,Homemade bomb,1,0,0
2004,1,19,97,Israel,10,Middle East & North Africa,Golan Heights,Golan Heights district,1,1,1,1,3,Bombing/Explosion,4,Military,97,Israel,Hezbollah,0,6,Explosives,,2,0,
2004,1,19,98,Italy,8,Western Europe,Lazio,Viterbo,1,1,1,1,3,Bombing/Explosion,2,Government (General),98,Italy,Anarchists,0,6,Explosives,The bomb was made of a pail filled with half a kilo of gunpowder and a timer.,0,0,
2004,1,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,2,Government (General),95,Iraq,Unknown,0,6,Explosives,,2,0,
2004,1,23,44,China,4,East Asia,Henan (Province),Zhengzhou,1,1,1,1,3,Bombing/Explosion,19,Transportation,44,China,Unknown,0,6,Explosives,,2,0,
2004,1,24,95,Iraq,10,Middle East & North Africa,Saladin,Samarra,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,95,Iraq,Unknown,0,6,Explosives,,4,0,
2004,1,25,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,1,1,1,1,3,Bombing/Explosion,6,Airports & Aircraft,4,Afghanistan,Unknown,0,6,Explosives,,0,0,
2004,1,26,95,Iraq,10,Middle East & North Africa,Karbala,Karbala,1,1,0,1,2,Armed Assault,4,Military,161,Poland,Unknown,0,5,Firearms,,1,0,
2004,1,27,4,Afghanistan,6,South Asia,Kabul,Kabul,1,1,1,1,3,Bombing/Explosion,4,Military,422,International,Unknown,0,6,Explosives,,3,0,
2004,1,27,92,India,6,South Asia,Jammu and Kashmir,Majra Bambal,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,92,India,Lashkar-e-Taiba (LeT),0,5,Firearms,,1,0,
2004,1,27,6,Algeria,10,Middle East & North Africa,Tizi Ouzou,Tiza,1,1,1,1,9,Unknown,4,Military,6,Algeria,Salafist Group for Preaching and Fighting (GSPC),0,13,Unknown,Assailants armed to the teeth,3,0,0
2004,1,28,4,Afghanistan,6,South Asia,Kabul,Kabul,1,1,1,1,3,Bombing/Explosion,4,Military,422,International,Taliban,0,6,Explosives,,2,0,
2004,1,28,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,1,Business,95,Iraq,Unknown,0,6,Explosives,,3,0,
2004,1,29,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,1,1,1,1,3,Bombing/Explosion,19,Transportation,97,Israel,Al-Aqsa Martyrs Brigade,0,6,Explosives,,11,0,
2004,1,30,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,7,Government (Diplomatic),142,Netherlands,Unknown,0,6,Explosives,,0,0,
2004,1,31,95,Iraq,10,Middle East & North Africa,At Tamim,Kirkuk,1,1,0,1,3,Bombing/Explosion,4,Military,217,United States,Unknown,0,6,Explosives,,3,0,
2004,1,31,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,95,Iraq,Unknown,0,6,Explosives,,4,0,
2004,1,31,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,1,1,1,1,3,Bombing/Explosion,3,Police,95,Iraq,Unknown,0,6,Explosives,,10,0,
2004,1,31,95,Iraq,10,Middle East & North Africa,Kirkuk,Taza Khurmatu,1,1,1,1,1,Assassination,2,Government (General),95,Iraq,Unknown,0,5,Firearms,,1,0,
2004,1,31,6,Algeria,10,Middle East & North Africa,Jijel,Aaloucha,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Algeria,Algerian Islamic Extremists,0,6,Explosives,Booby-trapped bomb; it is unknown how the hostage was killed,2,1,0
2004,2,1,6,Algeria,10,Middle East & North Africa,Skikda,Boulakharachef,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Algeria,Algerian Islamic Extremists,0,9,Melee,Throats slit,2,0,0
2004,2,1,95,Iraq,10,Middle East & North Africa,Arbil,Arbil,1,1,1,1,3,Bombing/Explosion,2,Government (General),95,Iraq,Unknown,0,6,Explosives,Very high-grade plastic explosives were used in this attack.,50,0,
2004,2,1,95,Iraq,10,Middle East & North Africa,Arbil,Arbil,1,1,1,1,3,Bombing/Explosion,22,Violent Political Party,95,Iraq,Unknown,0,6,Explosives,Very high-grade plastic explosives were used in this attack.,50,0,
2004,2,2,217,United States,1,North America,District of Columbia,Washington,1,1,1,0,7,Facility/Infrastructure Attack,2,Government (General),217,United States,Unknown,0,1,Biological,Ricin was sent through the mail in a package.,0,0,
2004,2,5,6,Algeria,10,Middle East & North Africa,Tizi Ouzou,Boghni,1,1,1,1,3,Bombing/Explosion,3,Police,6,Algeria,Salafist Group for Preaching and Fighting (GSPC),0,6,Explosives,Bomb; machine guns,5,0,0
2004,2,5,213,Uganda,11,Sub-Saharan Africa,Northern,Lira,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,213,Uganda,Lord's Resistance Army (LRA),0,5,Firearms,"The victims sustained gunshot wounds, machete wounds and burns.",56,0,
2004,2,6,167,Russia,9,Eastern Europe,Moscow (Oblast),Zamoskvorechye,1,1,1,1,3,Bombing/Explosion,19,Transportation,167,Russia,Chechen Rebels,0,6,Explosives,"The main theory of investigators was that the blast was perpetrated by suicide bombers. However, other theories, include the possibility that the bomb was set on time delay and placed in a briefcase",40,0,
2004,2,7,217,United States,1,North America,Virginia,Charlottesville,1,1,1,1,7,Facility/Infrastructure Attack,1,Business,217,United States,Earth Liberation Front (ELF),0,8,Incendiary,,0,0,0
2004,2,7,92,India,6,South Asia,Jammu and Kashmir,Shopian,1,1,1,1,3,Bombing/Explosion,4,Military,92,India,Unknown,0,6,Explosives,,3,0,
2004,2,10,95,Iraq,10,Middle East & North Africa,Babil,Iskandariyah,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,95,Iraq,Tawhid and Jihad,0,6,Explosives,,71,0,
2004,2,10,6,Algeria,10,Middle East & North Africa,Jijel,Jijel,1,1,1,1,2,Armed Assault,1,Business,6,Algeria,Salafist Group for Preaching and Fighting (GSPC),0,5,Firearms,Victims shot; throat slit,4,0,0
2004,2,11,6,Algeria,10,Middle East & North Africa,Bouira,Lakhdaria,1,1,1,1,3,Bombing/Explosion,3,Police,6,Algeria,Salafist Group for Preaching and Fighting (GSPC),0,6,Explosives,Two remotely detonated bombs,0,0,0
2004,2,11,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,4,Military,95,Iraq,Unknown,0,6,Explosives,,47,0,
2004,2,12,141,Nepal,6,South Asia,Central,Kavrepalanchok district,1,1,1,1,3,Bombing/Explosion,19,Transportation,141,Nepal,Unknown,0,6,Explosives,,6,0,
2004,2,12,6,Algeria,10,Middle East & North Africa,Béjaïa,Tighremt,1,1,1,1,2,Armed Assault,3,Police,6,Algeria,Salafist Group for Preaching and Fighting (GSPC),0,5,Firearms,Armed assailants,7,0,0
2004,2,15,92,India,6,South Asia,Jammu and Kashmir,Qazigund,1,1,1,1,3,Bombing/Explosion,4,Military,92,India,Unknown,0,6,Explosives,A roadside bomb hidden in a hand cart was used in the attack,0,0,
2004,2,15,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,2,Armed Assault,15,Religious Figures/Institutions,217,United States,Unknown,0,5,Firearms,,1,0,
2004,2,16,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,8,Educational Institution,95,Iraq,Unknown,0,6,Explosives,A homemade bomb burried in a leaf pile was used in the attack,2,0,
2004,2,16,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,1,1,1,1,3,Bombing/Explosion,4,Military,217,United States,Unknown,0,6,Explosives,Authorities were investigating the possibility that the bomb was detonated using a cell phone.,1,0,
2004,2,16,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,4,Military,217,United States,Unknown,0,6,Explosives,,1,0,
2004,2,16,95,Iraq,10,Middle East & North Africa,Nineveh,Tal Afar,1,1,1,1,3,Bombing/Explosion,4,Military,217,United States,Unknown,0,6,Explosives,,1,0,
2004,2,16,87,Haiti,2,Central America & Caribbean,Centre (Department),Hinche,1,1,1,1,2,Armed Assault,3,Police,87,Haiti,Unknown,0,5,Firearms,,1,0,
2004,2,16,45,Colombia,3,South America,Casanare,Sacama,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,45,Colombia,Revolutionary Armed Forces of Colombia (FARC),0,6,Explosives,,0,0,
2004,2,16,153,Pakistan,6,South Asia,Gilgit-Baltistan,Gilgit,1,1,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,153,Pakistan,Unknown,0,6,Explosives,The explosive device was packed in a glass jar.,0,0,
2004,2,16,160,Philippines,5,Southeast Asia,Unknown,Unknown,1,1,1,1,2,Armed Assault,4,Military,160,Philippines,New People's Army (NPA),0,5,Firearms,,4,0,
2004,2,16,160,Philippines,5,Southeast Asia,Masbate,Milagros,1,1,1,1,2,Armed Assault,3,Police,160,Philippines,New People's Army (NPA),0,5,Firearms,,10,0,
2004,2,16,59,Ecuador,3,South America,Pichincha,Quito,1,1,1,1,3,Bombing/Explosion,2,Government (General),59,Ecuador,Armed Revolutionary Left (IRA),0,6,Explosives,A leaflet bomb was found at the scene.,0,0,
2004,2,17,95,Iraq,10,Middle East & North Africa,Muthanna,Samawah,1,1,1,1,3,Bombing/Explosion,1,Business,95,Iraq,Unknown,0,6,Explosives,,0,0,
2004,2,17,95,Iraq,10,Middle East & North Africa,Muthanna,Samawah,1,1,1,1,3,Bombing/Explosion,1,Business,95,Iraq,Unknown,0,6,Explosives,,0,0,
2004,2,18,95,Iraq,10,Middle East & North Africa,Babil,Hillah,1,1,1,1,3,Bombing/Explosion,4,Military,999,Multinational,Tawhid and Jihad,0,6,Explosives,,12,0,
2004,2,18,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,4,Military,217,United States,Tawhid and Jihad,0,6,Explosives,The militants pounded the U.S. troops with 33 mortars and five rockets.,1,0,
2004,2,18,4,Afghanistan,6,South Asia,Ghazni,Zargar,1,1,1,1,9,Unknown,4,Military,217,United States,Taliban,0,13,Unknown,,24,0,
2004,2,18,59,Ecuador,3,South America,Guayas,Guayaquil,1,1,1,0,1,Assassination,2,Government (General),59,Ecuador,Armed Revolutionary Left (IRA),0,6,Explosives,,0,0,
2004,2,19,167,Russia,9,Eastern Europe,Chechnya (Federal District),Grozny,1,1,1,1,3,Bombing/Explosion,4,Military,167,Russia,Unknown,0,6,Explosives,,0,0,
2004,2,21,1003,Kosovo,9,Eastern Europe,Pec,Pristina,1,1,1,1,3,Bombing/Explosion,2,Government (General),175,Serbia-Montenegro,Unknown,0,6,Explosives,The type of bomb used was unspecified.,0,0,
2004,2,21,75,Germany,8,Western Europe,Mecklenburg-West Pomerania,Pasewalk,1,1,1,1,8,Unarmed Assault,1,Business,75,Germany,Unknown,0,9,Melee,The assailants used some sort of irritant gas.,0,0,
2004,2,22,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,1,1,1,1,3,Bombing/Explosion,19,Transportation,97,Israel,Al-Aqsa Martyrs Brigade,0,6,Explosives,,8,0,
2004,2,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,95,Iraq,Unknown,0,6,Explosives,,0,0,
2004,2,23,95,Iraq,10,Middle East & North Africa,At Tamim,Kirkuk,1,1,1,1,3,Bombing/Explosion,3,Police,95,Iraq,Unknown,0,6,Explosives,,10,0,
2004,2,23,92,India,6,South Asia,Jammu and Kashmir,Gagarsulla,1,1,1,1,3,Bombing/Explosion,4,Military,92,India,Unknown,0,6,Explosives,The device was a roadside bomb.,1,0,
2004,2,25,75,Germany,8,Western Europe,Mecklenburg-West Pomerania,Rostock,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,209,Turkey,National Socialist Underground,0,5,Firearms,A pistol was used in the attack,1,0,
2004,2,27,92,India,6,South Asia,Jammu and Kashmir,Beerwah,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,92,India,Unknown,0,6,Explosives,Rifle grenades were used in the attack.,1,0,
2004,2,27,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,1,1,1,1,3,Bombing/Explosion,11,Maritime,160,Philippines,Abu Sayyaf Group (ASG),0,6,Explosives,"Approximately 8 pounds of TNT in a television, watch used as a timer",116,0,
2004,2,28,186,Sri Lanka,6,South Asia,Eastern,Batticaloa,1,1,1,0,1,Assassination,14,Private Citizens & Property,186,Sri Lanka,Unknown,0,5,Firearms,,0,0,
2004,3,1,186,Sri Lanka,6,South Asia,Eastern,Batticaloa,1,1,1,1,1,Assassination,2,Government (General),186,Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE),0,5,Firearms,,1,0,
2004,3,1,186,Sri Lanka,6,South Asia,Eastern,Batticaloa,1,1,1,1,1,Assassination,14,Private Citizens & Property,186,Sri Lanka,Unknown,0,5,Firearms,,1,0,
2004,3,2,95,Iraq,10,Middle East & North Africa,Karbala,Karbala,1,1,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,95,Iraq,Tawhid and Jihad,0,6,Explosives,Suicide bombers and mortars were used to maximize casualties in this incident.,110,0,
2004,3,2,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Gaza,1,1,1,1,1,Assassination,2,Government (General),155,West Bank and Gaza Strip,Unknown,0,5,Firearms,The specific gun type used in this incident was not reported.,1,0,
2004,3,2,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,95,Iraq,Tawhid and Jihad,0,6,Explosives,Suicide bombers were employed in this incident.,58,0,
2004,3,2,153,Pakistan,6,South Asia,Balochistan,Quetta,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,153,Pakistan,Unknown,0,5,Firearms,Automatic weapons and grenades were used in this incident.,44,0,
2004,3,2,167,Russia,9,Eastern Europe,Siberia (Oblast),Novosibirsk,1,1,1,1,1,Assassination,2,Government (General),167,Russia,Unknown,0,5,Firearms,The specific gun type used in this incident was not reported.,1,0,
2004,3,2,141,Nepal,6,South Asia,Far-Western,Bhojpur,1,1,1,1,2,Armed Assault,2,Government (General),141,Nepal,Maoists,0,5,Firearms,The specific gun type used in this incident was not reported.,41,0,
2004,3,2,167,Russia,9,Eastern Europe,Khanty-Mansi (Autonomous Okrug),Nefteyugansk,1,1,1,1,8,Unarmed Assault,8,Educational Institution,167,Russia,Unknown,0,2,Chemical,An unknown irritative gas was used in the incident.,0,0,
2004,3,3,185,Spain,8,Western Europe,Basque Country,Eibar,1,1,1,1,3,Bombing/Explosion,10,Journalists & Media,185,Spain,Unknown,0,6,Explosives,The bomb used in this incident was composed of two aerosol cans and a petrol can.,0,0,
2004,3,3,92,India,6,South Asia,Jammu and Kashmir,Jammu,1,1,1,1,2,Armed Assault,3,Police,92,India,Unknown,0,5,Firearms,Unspecified automatic weapons were used in this incident.,6,0,
2004,3,3,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,1,1,1,0,1,Assassination,3,Police,160,Philippines,New People's Army (NPA),0,5,Firearms,The specific type of weapons used in this incident was not reported.,0,0,
2004,3,4,19,Bangladesh,6,South Asia,Khulna,Rampal,1,1,1,1,1,Assassination,14,Private Citizens & Property,19,Bangladesh,Unknown,0,6,Explosives,The specific gun/explosive types used in this incident were not reported.,2,0,
2004,3,4,97,Israel,10,Middle East & North Africa,Northern,Nazareth,1,1,1,1,3,Bombing/Explosion,10,Journalists & Media,97,Israel,Unknown,0,6,Explosives,A hand grenade was used in this incident.,0,0,
2004,3,4,99,Ivory Coast,11,Sub-Saharan Africa,Fromager,Gagnoa,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,99,Ivory Coast,Unknown,0,5,Firearms,The specific gun types used in this incident was not reported.,12,0,
2004,3,5,4,Afghanistan,6,South Asia,Zabul,Shah Joy,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,209,Turkey,Taliban,0,5,Firearms,The specific gun types used in this incident was not reported.,2,1,1
2004,3,5,141,Nepal,6,South Asia,Central,Lalitpur,1,1,1,1,3,Bombing/Explosion,2,Government (General),141,Nepal,Maoists,0,6,Explosives,A time bomb was used in this incident.,0,0,
2004,3,6,4,Afghanistan,6,South Asia,Zabul,Qalat,1,1,1,1,2,Armed Assault,12,NGO,422,International,Taliban,0,5,Firearms,The specific gun types used in this incident was not reported.,1,0,
2004,3,6,141,Nepal,6,South Asia,Eastern,Dhanakuta,1,1,1,1,3,Bombing/Explosion,2,Government (General),141,Nepal,Maoists,0,6,Explosives,The specific explosive type used in this incident was not reported.,0,0,
2004,3,6,153,Pakistan,6,South Asia,Sindh,Karachi,1,1,1,1,1,Assassination,22,Violent Political Party,153,Pakistan,Unknown,0,5,Firearms,The specific gun types used in this incident was not reported.,2,0,
2004,3,6,97,Israel,10,Middle East & North Africa,Gaza Strip,Erez,1,1,1,1,3,Bombing/Explosion,4,Military,97,Israel,Hamas (Islamic Resistance Movement),0,6,Explosives,Suicide car bombs and unspecified guns were used in the attack.,6,0,
2004,3,7,87,Haiti,2,Central America & Caribbean,Port-au-Prince (Capital City),Port-Au-Prince,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,87,Haiti,Unknown,0,5,Firearms,Unspecified automatic weapons were used in this incident.,6,0,
2004,3,7,141,Nepal,6,South Asia,Central,Kathmandu,1,1,1,1,3,Bombing/Explosion,2,Government (General),141,Nepal,Maoists,0,6,Explosives,The specific explosive type used in this incident was not reported.,3,0,
2004,3,7,6,Algeria,10,Middle East & North Africa,Tizi Ouzou,Tizi Ouzou,1,1,0,1,3,Bombing/Explosion,4,Military,6,Algeria,Algerian Islamic Extremists,0,6,Explosives,,2,0,0
2004,3,8,160,Philippines,5,Southeast Asia,Lanao del Sur,Balabagan,1,1,1,1,2,Armed Assault,4,Military,160,Philippines,Moro Islamic Liberation Front (MILF),0,5,Firearms,Automatic weapons and B-40 rockets were used in this incident.,2,0,
2004,3,8,141,Nepal,6,South Asia,Eastern,Shantinagar,1,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,160,Philippines,Maoists,0,6,Explosives,The specific explosive type used in this incident was not reported.,0,0,
2004,3,8,147,Nigeria,11,Sub-Saharan Africa,Kogi,Lokoja,1,1,1,1,1,Assassination,2,Government (General),147,Nigeria,Unknown,0,5,Firearms,The specific gun types used in this incident was not reported.,1,0,
2004,3,9,92,India,6,South Asia,Jammu and Kashmir,Srinagar,1,1,1,1,2,Armed Assault,2,Government (General),92,India,Al-Mansoorian,0,5,Firearms,Unspecified guns and grenades were used in this incident.,4,0,
2004,3,9,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,1,1,1,1,3,Bombing/Explosion,2,Government (General),95,Iraq,Unknown,0,6,Explosives,A grenade was used in this attack.,0,0,
2004,3,9,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,209,Turkey,Unknown,0,6,Explosives,Automatic weapons and suicide bombs were used in this incident.,2,0,
2004,3,9,175,Serbia-Montenegro,9,Eastern Europe,Belgrade (District),Zarkovo,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,175,Serbia-Montenegro,Unknown,0,5,Firearms,A gun with silencer (unspecified type) was used in this incident.,1,0,
2004,3,10,141,Nepal,6,South Asia,Mid-Western,Nepalganj,1,1,1,1,2,Armed Assault,3,Police,141,Nepal,Maoists,0,5,Firearms,The specific gun type used in this incident was not reported.,3,0,
2004,3,10,6,Algeria,10,Middle East & North Africa,Algiers,Algiers,1,1,1,1,1,Assassination,15,Religious Figures/Institutions,6,Algeria,Algerian Islamic Extremists,0,5,Firearms,Two gunshots,1,0,0
2004,3,11,185,Spain,8,Western Europe,Madrid,Madrid,1,1,1,1,3,Bombing/Explosion,19,Transportation,185,Spain,Al-Qaida,0,6,Explosives,Twenty two pounds of explosives were located in backpacks and detonated by cell phones.,37,0,
2004,3,11,92,India,6,South Asia,Jammu and Kashmir,Pulwama,1,1,1,1,5,Hostage Taking (Barricade Incident),8,Educational Institution,92,India,Unknown,0,5,Firearms,The specific gun type used in this incident was not reported.,4,1,0
2004,3,11,185,Spain,8,Western Europe,Madrid,Madrid,1,1,1,1,3,Bombing/Explosion,19,Transportation,185,Spain,Al-Qaida,0,6,Explosives,Twenty two pounds of explosives were located in backpacks and detonated by cell phones.,73,0,
2004,3,11,185,Spain,8,Western Europe,Madrid,Madrid,1,1,1,1,3,Bombing/Explosion,19,Transportation,185,Spain,Al-Qaida,0,6,Explosives,Twenty two pounds of explosives were located in backpacks and detonated by cell phones.,19,0,
2004,3,11,185,Spain,8,Western Europe,Madrid,Madrid,1,1,1,0,3,Bombing/Explosion,19,Transportation,185,Spain,Al-Qaida,0,6,Explosives,,0,0,
2004,3,11,185,Spain,8,Western Europe,Madrid,Madrid,1,1,1,0,3,Bombing/Explosion,19,Transportation,185,Spain,Al-Qaida,0,6,Explosives,,0,0,
2004,3,11,185,Spain,8,Western Europe,Madrid,Madrid,1,1,1,1,3,Bombing/Explosion,19,Transportation,185,Spain,Al-Qaida,0,6,Explosives,Twenty two pounds of explosives were located in backpacks and detonated by cell phones.,62,0,
2004,3,12,6,Algeria,10,Middle East & North Africa,Boumerdès,Dellys,1,1,1,1,1,Assassination,2,Government (General),6,Algeria,Salafist Group for Preaching and Fighting (GSPC),0,5,Firearms,Armed assailants,2,0,0
2004,3,14,97,Israel,10,Middle East & North Africa,Southern,Ashdod,1,1,1,1,3,Bombing/Explosion,11,Maritime,97,Israel,Hamas (Islamic Resistance Movement),0,6,Explosives,Suicide bombers were employed in this incident. They were thought to have worn explosive belts packed with metal scrap and ball bearings.,12,0,
2004,3,12,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,1,1,1,1,3,Bombing/Explosion,4,Military,167,Russia,Chechen Rebels,0,6,Explosives,Land mines were used in this incident.,3,0,
2004,3,15,153,Pakistan,6,South Asia,Sindh,Karachi,1,1,1,0,3,Bombing/Explosion,7,Government (Diplomatic),217,United States,Unknown,0,6,Explosives,A Suzuki van with explosive material packed into a 750-liter water tank was used in this incident.,0,0,
2004,3,16,160,Philippines,5,Southeast Asia,Sulu,Jolo,1,1,1,1,3,Bombing/Explosion,2,Government (General),160,Philippines,Abu Sayyaf Group (ASG),0,6,Explosives,The device was made from an 18-millimeter mortar shell rigged to containers filled with gasoline and planted on a parked tricycle and remotely detonated in the attack.,0,0,
2004,3,16,6,Algeria,10,Middle East & North Africa,Aïn Defla,Ain Lechiakh,1,1,1,1,3,Bombing/Explosion,3,Police,6,Algeria,Algerian Islamic Extremists,0,6,Explosives,Bomb,0,0,0
2004,3,17,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,1,1,1,1,3,Bombing/Explosion,1,Business,216,Great Britain,Tawhid and Jihad,0,6,Explosives,A US military spokesman reported the bomb appeared to have been constructed with 450 kilograms of explosives.  The explosive was a mix of plastic explosives and artillery shells in order to create more injuries.,28,0,
2004,3,17,6,Algeria,10,Middle East & North Africa,Medea (Province),Medea,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Algeria,Unknown,0,5,Firearms,The specific gun type used in this incident was not reported.,7,0,
2004,3,17,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,1,1,1,1,3,Bombing/Explosion,3,Police,209,Turkey,Unknown,0,6,Explosives,A homemade pipe bomb was used in this incident.,0,0,
2004,3,17,45,Colombia,3,South America,Norte de Santander,Abrego,1,1,1,1,1,Assassination,2,Government (General),45,Colombia,Unknown,0,5,Firearms,The specific gun type used in this incident was not reported.,3,0,
2004,3,18,130,Mexico,1,North America,Oaxaca (State),Oaxaca,1,1,1,0,1,Assassination,2,Government (General),130,Mexico,Unknown,0,5,Firearms,Kalashnikov rifles and 9mm pistols were used in this incident.,0,0,
2004,3,18,205,Thailand,5,Southeast Asia,Pattani (Province),Unknown,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,205,Thailand,Unknown,0,8,Incendiary,It was reported that the arsonists used simple materials like kerosene and car tires to light the fires in this incident.,0,0,
2004,3,18,45,Colombia,3,South America,Bolivar,Magangue district,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,45,Colombia,People's Revolutionary Army (ERP),0,13,Unknown,The type of weapon used in this incident was not reported.,,1,0
2004,3,18,205,Thailand,5,Southeast Asia,Songkhla (Province),Unknown,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,205,Thailand,Unknown,0,8,Incendiary,It was reported that the arsonists used simple materials like kerosene and car tires to light the fires in this incident.,0,0,
2004,3,19,141,Nepal,6,South Asia,Western,Unknown,1,1,1,1,3,Bombing/Explosion,4,Military,141,Nepal,Maoists,0,6,Explosives,A landmine was used in this incident.,2,0,
2004,3,20,92,India,6,South Asia,Jammu and Kashmir,Manasbal,1,1,1,1,3,Bombing/Explosion,4,Military,92,India,Unknown,0,6,Explosives,A scooter carrying explosives was detonated with a remote control device in this incident.,2,0,
2004,3,21,141,Nepal,6,South Asia,Central,Dhading district,1,1,1,1,2,Armed Assault,2,Government (General),141,Nepal,Communist Party of Nepal- Maoist (CPN-M),0,5,Firearms,The specific explosive and gun types used in this incident was not reported.,518,0,
2004,3,21,182,Somalia,11,Sub-Saharan Africa,Woqooyi Galbeed,Hargeisa,1,1,1,1,2,Armed Assault,12,NGO,75,Germany,Al-Ittihaad al-Islami (AIAI),0,5,Firearms,The specific gun type used in this incident was not reported.,2,0,
2004,3,21,4,Afghanistan,6,South Asia,Herat,Herat,1,1,1,1,1,Assassination,2,Government (General),4,Afghanistan,Unknown,0,5,Firearms,The specific gun type used in this incident was not reported.,2,0,
2004,3,21,141,Nepal,6,South Asia,Central,Chitwan district,1,1,1,1,3,Bombing/Explosion,6,Airports & Aircraft,141,Nepal,Maoists,0,6,Explosives,The specific explosive type used in this incident was not reported.,0,0,
2004,3,22,167,Russia,9,Eastern Europe,Moscow (Federal City),Lyubertsy,1,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,167,Russia,Unknown,0,6,Explosives,Authorities reported that the bomb 18 rounds for an anti-tank grenade launcher connected together into a single bomb with an equivalent of 40 kilograms TNT.,0,0,
2004,3,22,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sarwakai,1,1,1,1,2,Armed Assault,4,Military,153,Pakistan,Tribesmen,0,5,Firearms,The specific gun type used in this incident was not reported.,8,1,0
2004,3,24,153,Pakistan,6,South Asia,North-West Frontier Province,Peshawar,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,4,Afghanistan,Al-Qaida,0,6,Explosives,Unspecified rockets were used in this incident.,0,0,
2004,3,25,160,Philippines,5,Southeast Asia,Batangas,Talisay,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,160,Philippines,Unknown,0,5,Firearms,The specific gun type used in this incident was not reported.,1,0,
